log_count_total_connect,log_cs_byte,log_transmit_speed_BPS,log_count_connect_IP,log_avg_count_connect,log_time_taken,log_time_interval_mean,log_time_interval_var,log_ratio_trans_receive
1.0267368080550001,0.9097993853550002,0.8663584198500001,1.0331731664100001,0.6171,0.9554301083250001,0.704456917185,1.03122152679,0.6668822963250001
1.0267368080550001,0.9097993853550002,0.7231,1.0331731664100001,0.6343,0.8174,0.2698,0.4219,0.4882
1.0267368080550001,0.9097993853550002,0.0912,1.0331731664100001,0.7371448123200001,0.6549,0.1853,0.2611,0.3421
1.0267368080550001,0.9097993853550002,0.8663584198500001,1.0331731664100001,0.6325,0.5947,0.2406,0.3033,0.4638
1.0267368080550001,0.9097993853550002,0.8191,1.0331731664100001,0.7371448123200001,0.7824,0.2918,0.4239,0.5594
1.0267368080550001,0.9097993853550002,0.8663584198500001,1.0331731664100001,0.4463,0.8176,0.2695,0.4219,0.4921
1.0267368080550001,0.9097993853550002,0.0922,1.0331731664100001,0.7371448123200001,0.6548,0.1849,0.2603,0.3389
1.0267368080550001,0.9097993853550002,0.7231,1.0331731664100001,0.6343,0.8174,0.2698,0.4219,0.4882
1.0267368080550001,0.9097993853550002,0.8663584198500001,1.0331731664100001,0.6325,0.5947,0.2406,0.3033,0.4638
1.0267368080550001,0.9097993853550002,0.8191,1.0331731664100001,0.7371448123200001,0.7824,0.2918,0.4239,0.5594
1.0267368080550001,0.9097993853550002,0.8663584198500001,1.0331731664100001,0.4463,0.8176,0.2695,0.4219,0.4921
1.0267368080550001,0.9097993853550002,0.0922,1.0331731664100001,0.7371448123200001,0.6548,0.1849,0.2603,0.3389
1.0267368080550001,0.9097993853550002,0.7231,1.0331731664100001,0.6343,0.8174,0.2698,0.4219,0.4882
1.0267368080550001,0.9097993853550002,0.8663584198500001,1.0331731664100001,0.6325,0.5947,0.2406,0.3033,0.4638
1.0267368080550001,0.9097993853550002,0.8191,1.0331731664100001,0.7371448123200001,0.7824,0.2918,0.4239,0.5594
1.0267368080550001,0.9097993853550002,0.8663584198500001,1.0331731664100001,0.4463,0.8176,0.2695,0.4219,0.4921
1.0267368080550001,0.9097993853550002,0.0922,1.0331731664100001,0.7371448123200001,0.6548,0.1849,0.2603,0.3389
1.0267368080550001,0.9097993853550002,0.7431,1.0331731664100001,0.5062,0.6977,0.2838,0.3633,0.5274
1.0267368080550001,0.9097993853550002,0.8663584198500001,1.0331731664100001,0.4463,0.8176,0.2695,0.4219,0.4921
1.0267368080550001,0.9097993853550002,0.0922,1.0331731664100001,0.7371448123200001,0.6548,0.1849,0.2603,0.3389
1.0267368080550001,0.9097993853550002,0.7431,1.0331731664100001,0.5062,0.6977,0.2838,0.3633,0.5274
0.8512,0.4673,0.3498,0.9215,0.5729,0.6955,0.2037,0.3084,0.4912
0.7856,0.3891,0.2911,0.8543,0.5218,0.7216,0.2112,0.2957,0.4385
0.9117,0.6559,0.4123,0.9778,0.5983,0.6582,0.1933,0.3042,0.6668822963250001
0.8321,0.5126,0.3659,0.8895,0.5437,0.5893,0.2188,0.2687,0.5831
0.7493,0.2987,0.1988,0.7624,0.4852,0.8399,0.2098,0.3171,0.3629
0.8954,0.5582,0.3877,0.9172,0.5627,0.7811,0.2054,0.3023,0.6392
0.68734109737,0.3314,0.2359,0.7563,0.4633,0.9483,0.1918,0.2838,0.2975
0.9346,0.7113,0.4429,0.984,0.6053,0.6197,0.1895,0.2996,0.6668822963250001
0.7038,0.4183,0.3059,0.7744,0.4926,0.5553,0.2151,0.2816,0.4793
0.8191,0.5047,0.3399,0.8191,0.5504,0.6799,0.2033,0.3059,0.4878
0.9671,0.6351,0.4668,0.9671,0.5923,0.5235,0.1976,0.2889,0.6668822963250001
0.7235,0.3954,0.2648,0.7235,0.4778,0.8817,0.2123,0.3193,0.3465
0.8895,0.5297,0.3538,0.8895,0.5468,0.6419,0.2072,0.293,0.5512
0.9778,0.8665,0.8251,0.9778,0.5993,0.4998,0.1968,0.2977,0.6668822963250001
0.68734109737,0.4511,0.3158,0.7686,0.4986,0.7529,0.2107,0.3069,0.4926
0.8321,0.5829,0.3997,0.8895,0.5456,0.7081,0.2066,0.2833,0.5967
0.7856,0.4385,0.2838,0.7744,0.4926,0.6121,0.2085,0.3021,0.47
0.9117,0.6883,0.4295,0.9215,0.5729,0.5932,0.2042,0.2856,0.6145
0.7493,0.3891,0.2489,0.7563,0.4852,0.7776,0.2103,0.3129,0.3881
0.8512,0.4718,0.3238,0.8191,0.5463,0.6345,0.2067,0.2948,0.4718
0.8745,0.3612,0.3933,0.9621,0.5827,0.7189,0.2112,0.3547,0.6189
0.7389,0.1854,0.2876,0.8912,0.5293,0.6543,0.2054,0.3187,0.4321
0.9112,0.5829,0.4567,0.984,0.6315,0.8215,0.2389,0.3871,0.5488
0.8365,0.4218,0.3599,0.9477,0.5678,0.7593,0.1892,0.2945,0.4987
0.7654,0.0987,0.1234,0.8123,0.4921,0.5678,0.1654,0.2491,0.3123
0.9778,0.8665,0.8251,0.984,0.702,0.9099,0.2234,0.3611,0.6351
0.8191,0.4424,0.3399,0.9172,0.5504,0.6799,0.1989,0.3114,0.4878
0.7235,0.1234,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9401,0.6712,0.5123,0.9621,0.6012,0.8888,0.2014,0.3357,0.5894
0.8912,0.3987,0.2648,0.9477,0.5389,0.789,0.2193,0.3682,0.4123
0.789,0.2543,0.1892,0.8123,0.4921,0.6245,0.174,0.2945,0.3871
0.9778,0.7665,0.7567,0.984,0.7215,0.9333,0.2397,0.3711,0.6488
0.8365,0.3612,0.2934,0.9477,0.5789,0.7054,0.1923,0.3097,0.4567
0.7654,0.1854,0.2234,0.8912,0.5293,0.6487,0.2054,0.3187,0.4321
0.9112,0.5829,0.4567,0.9621,0.6315,0.7987,0.2389,0.3871,0.5488
0.8745,0.4218,0.3599,0.9172,0.5678,0.7389,0.1892,0.2945,0.4987
0.7389,0.0987,0.1234,0.7563,0.4921,0.5678,0.1654,0.2491,0.3123
0.9401,0.6712,0.5123,0.9621,0.6012,0.8888,0.2193,0.3682,0.5894
0.789,0.2543,0.1892,0.8123,0.4921,0.6245,0.174,0.2945,0.4567
0.8365,0.3612,0.2934,0.9477,0.5789,0.7054,0.1923,0.2945,0.4987
0.8537,0.4612,0.3592,0.9218,0.5783,0.7156,0.2114,0.3378,0.4923
0.7892,0.1587,0.1127,0.7654,0.5317,0.0958,0.0879,0.0213,0.2365
0.9154,0.6889,0.4817,0.9778,0.6032,0.6541,0.2053,0.3082,0.5591
0.7235,0.0045,0.0696,0.7563,0.4633,0.0811,0.0201,0.0018,0.1536
0.8917,0.5214,0.3888,0.9172,0.5504,0.6899,0.1989,0.3114,0.4878
0.9778,0.8665,0.8251,0.984,0.6989,0.9099,0.3114,0.4742,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7563,0.2109,0.1423,0.7563,0.4633,0.0811,0.0201,0.0018,0.1536
0.9401,0.7092,0.5124,0.9401,0.5736,0.7219,0.2053,0.3082,0.5147
0.6902,0.1867,0.1193,0.7184889857249999,0.4778,0.0958,0.0879,0.0213,0.2365
0.8347,0.4981,0.3676,0.8895,0.5083,0.702,0.2053,0.3082,0.4923
0.9107,0.6137,0.4252,0.9306,0.5783,0.6423,0.1989,0.3114,0.5027
0.7936,0.3456,0.2285,0.7654,0.4633,0.1234,0.0879,0.0213,0.2589
0.8678,0.5594,0.3999,0.9172,0.5504,0.6899,0.1989,0.3114,0.4878
0.7154,0.0789,0.0661587103055,0.7563,0.4633,0.0811,0.0201,0.0018,0.1536
0.984,0.8665,0.8251,0.984,0.6989,0.9099,0.3114,0.4742,0.6351
0.8214,0.4123,0.2998,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7892,0.3456,0.2285,0.7654,0.4633,0.1234,0.0879,0.0213,0.2589
0.9671,0.7414,0.5317,0.9671,0.6032,0.7219,0.2053,0.3082,0.5147
0.68734109737,0.1234,0.0789,0.7184889857249999,0.4778,0.0958,0.0879,0.0213,0.2365
0.8537,0.4681,0.3592,0.9315,0.5821,0.7129,0.2114,0.3386,0.5382
0.7892,0.1875,0.1489,0.801,0.6137,0.5293,0.1858,0.2945,0.3851
0.9778,0.8665,0.8251,0.984,0.702,0.9099,0.2063,0.3112,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7235,0.0067,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9423,0.5829,0.4668,0.9671,0.6989,0.7686,0.174,0.2694,0.5488
0.891,0.3158,0.2648,0.8895,0.5083,0.6245,0.1989,0.3114,0.47
0.7624,0.1536,0.1042,0.7563,0.4778,0.0811,0.0501,0.0088,0.3851
0.9778,0.8665,0.8251,0.984,0.702,0.9099,0.2063,0.3112,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7235,0.0067,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9423,0.5829,0.4668,0.9671,0.6989,0.7686,0.174,0.2694,0.5488
0.891,0.3158,0.2648,0.8895,0.5083,0.6245,0.1989,0.3114,0.47
0.7624,0.1536,0.1042,0.7563,0.4633,0.0811,0.0501,0.0088,0.3851
0.8537,0.4681,0.3592,0.8191,0.5821,0.7129,0.1989,0.3114,0.4878
0.9778,0.8665,0.8251,0.984,0.702,0.9099,0.2063,0.3112,0.6351
0.7892,0.1875,0.1489,0.801,0.6137,0.5293,0.1858,0.2945,0.3851
0.891,0.3158,0.2648,0.8895,0.5083,0.6245,0.1989,0.3114,0.47
0.7235,0.0067,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9423,0.5829,0.4668,0.9671,0.6989,0.7686,0.174,0.2694,0.5488
0.8475,0.4631,0.3529,0.9211,0.5623,0.7018,0.2041,0.3087,0.4962
0.7589,0.1855,0.0825,0.7739,0.4935,0.0965,0.0513,0.0823,0.2782
0.9778,0.8665,0.8251,0.984,0.6373,0.9099,0.2118,0.3542,0.6351
0.7235,0.0,0.0696,0.7563,0.4633,0.0811,0.0477,0.0088,0.1536
0.8191,0.4424,0.3399,0.9172,0.5504,0.6799,0.1989,0.3114,0.4878
0.9023,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.8317,0.3158,0.2648,0.8895,0.4778,0.6245,0.0501,0.0088,0.47
0.7931,0.2648,0.1989,0.8567,0.5083,0.6902,0.174,0.3211,0.5194
0.8665,0.7744,0.7744,0.9306,0.5912,0.8251,0.2041,0.3087,0.6351
0.9456,0.6351,0.4878,0.9671,0.6245,0.9099,0.2118,0.3542,0.6351
0.7893,0.4718,0.3399,0.8895,0.4778,0.6245,0.0513,0.0823,0.4878
0.8912,0.5829,0.4668,0.9306,0.5912,0.6902,0.174,0.3211,0.5194
0.8234,0.3158,0.2648,0.8567,0.4778,0.6245,0.0501,0.0088,0.47
0.9778,0.8665,0.8251,0.984,0.6373,0.9099,0.2118,0.3542,0.6351
0.7624,0.1855,0.0825,0.7739,0.4935,0.0965,0.0477,0.0823,0.2782
0.8191,0.4424,0.3399,0.9172,0.5504,0.6799,0.1989,0.3114,0.4878
0.9023,0.5829,0.4668,0.9306,0.5912,0.6902,0.174,0.3211,0.5194
0.8317,0.3158,0.2648,0.8567,0.4778,0.6245,0.0501,0.0088,0.47
0.7931,0.4718,0.3399,0.8895,0.4778,0.6245,0.0513,0.0823,0.4878
0.8665,0.7744,0.7744,0.9306,0.5912,0.6902,0.174,0.3211,0.5194
0.8547,0.4673,0.3521,0.9315,0.5812,0.7156,0.2114,0.3388,0.5293
0.7389,0.1567,0.0896,0.7642,0.4923,0.0998,0.0521,0.0872,0.2361
0.9778,0.8665,0.8251,0.984,0.6989,0.9099,0.2037,0.3114,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7235,0.0067,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9472,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.891,0.3158,0.2648,0.9306,0.5083,0.6245,0.174,0.3211,0.47
0.7893,0.2185,0.1357,0.7744,0.5504,0.6902,0.1989,0.3114,0.3238
0.9172,0.4424,0.3399,0.9172,0.5504,0.6799,0.1989,0.3114,0.4878
0.68734109737,0.0,0.0696,0.7235,0.4633,0.0811,0.0501,0.0088,0.1536
0.9778,0.4673,0.3521,0.984,0.6989,0.9099,0.2037,0.3114,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7389,0.1567,0.0896,0.7642,0.4923,0.0998,0.0521,0.0872,0.2361
0.9472,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.891,0.3158,0.2648,0.9306,0.5083,0.6245,0.174,0.3211,0.47
0.68734109737,0.0,0.0696,0.7235,0.4633,0.0811,0.0501,0.0088,0.1536
0.9778,0.8665,0.8251,0.984,0.6989,0.9099,0.2037,0.3114,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7389,0.1567,0.0896,0.7642,0.4923,0.0998,0.0521,0.0872,0.2361
0.9472,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.8715,0.4639,0.3529,0.9538,0.5832,0.7122,0.2114,0.3467,0.4922
0.8357,0.3982,0.3191,0.9216,0.5457,0.6548,0.2051,0.3082,0.4589
0.7928,0.2876,0.2415,0.8973,0.5103,0.5995,0.1836,0.2641,0.3751
0.9178,0.6115,0.4982,0.984,0.6031,0.8273,0.2354,0.3892,0.6351
0.7563,0.1536,0.0696,0.8895,0.4778,0.0811,0.0501,0.0088,0.1536
0.8927,0.4912,0.3399,0.9306,0.5568,0.7534,0.2013,0.3114,0.4878
0.9778,0.8665,0.8251,0.984,0.6989,0.9099,0.2694,0.4742,0.5488
0.8191,0.3399,0.2648,0.8973,0.5103,0.6799,0.1989,0.3114,0.3751
0.7235,0.0,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9099,0.5829,0.4668,0.9671,0.6031,0.7686,0.2354,0.3892,0.5488
0.8357,0.4165,0.3191,0.9216,0.5457,0.6548,0.2051,0.3082,0.4589
0.7928,0.3036,0.2415,0.8973,0.5103,0.5995,0.1836,0.2641,0.3751
0.9178,0.6115,0.4982,0.9306,0.5568,0.7534,0.2013,0.3114,0.4878
0.8715,0.4639,0.3529,0.9538,0.5832,0.7122,0.2114,0.3467,0.4922
0.8357,0.3982,0.3191,0.9216,0.5457,0.6548,0.2051,0.3082,0.4589
0.7563,0.1536,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9778,0.8665,0.8251,0.984,0.6989,0.9099,0.2694,0.4742,0.5488
0.8191,0.3399,0.2648,0.8973,0.5103,0.6799,0.1989,0.3114,0.3751
0.7235,0.0,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9099,0.5829,0.4982,0.9306,0.5568,0.7534,0.2013,0.3114,0.4878
0.8567,0.4912,0.3521,0.9543,0.5872,0.7298,0.2115,0.3387,0.6123
0.7489,0.1856,0.0987,0.8234,0.4915,0.0954,0.0498,0.0765,0.2345
0.9112,0.8665,0.8251,0.984,0.6317,0.811,0.2054,0.3092,0.589
0.7654,0.2118,0.1234,0.7563,0.5123,0.1897,0.0678,0.1043,0.1678
0.8895,0.4718,0.3238,0.9306,0.5083,0.6902,0.1989,0.3114,0.47
0.9778,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.68734109737,0.0034,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.7235,0.3158,0.2648,0.8895,0.4778,0.6245,0.174,0.3211,0.2345
0.891,0.6351,0.8251,0.984,0.6317,0.811,0.2054,0.3092,0.589
0.9198,0.4424,0.3399,0.9543,0.5872,0.6799,0.1989,0.3114,0.4878
0.7563,0.1856,0.0987,0.8234,0.4915,0.0954,0.0498,0.0765,0.2345
0.8191,0.4912,0.3521,0.9172,0.5504,0.6799,0.1989,0.3114,0.4878
0.984,0.8665,0.8251,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.7489,0.2118,0.1234,0.7563,0.5123,0.1897,0.0678,0.0765,0.1678
0.8895,0.4718,0.3238,0.9306,0.5872,0.6799,0.1989,0.3114,0.4878
0.68734109737,0.3158,0.2648,0.8895,0.4778,0.6245,0.174,0.3211,0.47
0.9778,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.7235,0.0034,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.891,0.4424,0.3399,0.9172,0.5504,0.6799,0.1989,0.3114,0.4878
0.9112,0.8665,0.8251,0.9543,0.5872,0.6799,0.1989,0.3114,0.589
0.8547,0.4691,0.3528,0.9312,0.5789,0.7019,0.2043,0.3067,0.4982
0.7389,0.1582,0.0813,0.7654,0.4912,0.0956,0.0497,0.0833,0.1856
0.9778,0.8665,0.8251,0.984,0.6335,0.8107,0.2111,0.3183,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7235,0.0067,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9023,0.4718,0.3238,0.9306,0.5083,0.6902,0.174,0.3211,0.5194
0.8912,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.7744,0.3158,0.2648,0.975,0.4778,0.6245,0.0501,0.0088,0.47
0.8391,0.2826,0.1954,0.8895,0.5753,0.5371,0.1862,0.2549,0.3318
0.9103,0.701,0.6383,0.9306,0.5808,0.7425,0.2048,0.3047,0.5911
0.68734109737,0.0984,0.0789,0.7563,0.4633,0.1234,0.0333,0.0582,0.1765
0.8794,0.5291,0.3935,0.9306,0.5932,0.7084,0.2071,0.3057,0.5156
0.9976,0.8665,0.8251,0.984,0.6335,0.8107,0.2111,0.3183,0.6351
0.749,0.1947,0.1234,0.7654,0.4912,0.0888,0.0478,0.0732,0.1653
0.8312,0.4956,0.3678,0.8895,0.5753,0.6712,0.2048,0.3047,0.5156
0.9547,0.6351,0.4668,0.975,0.6335,0.7686,0.2694,0.4742,0.5488
0.7189,0.0345,0.0661587103055,0.7563,0.4633,0.0789,0.0333,0.0582,0.1765
0.8012,0.4123,0.2987,0.8191,0.5504,0.6902,0.174,0.3211,0.4878
0.9234,0.5555,0.3889,0.9306,0.5808,0.7425,0.2048,0.3047,0.5911
0.68734109737,0.1111,0.0889,0.7654,0.4912,0.1234,0.0333,0.0582,0.1653
0.8416,0.4593,0.3472,0.9241,0.5633,0.6893,0.2015,0.3087,0.4927
0.7389,0.1856,0.0811,0.7654,0.4923,0.0922,0.0531,0.0089,0.2675
0.9778,0.8665,0.8251,0.984,0.6989,0.9099,0.174,0.9821,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7235,0.0,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9427,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.8912,0.4718,0.3238,0.9306,0.5083,0.6902,0.174,0.3211,0.5194
0.7891,0.3158,0.2648,0.8895,0.4778,0.6245,0.0531,0.0089,0.47
0.9004,0.8665,0.8251,0.984,0.6989,0.9099,0.174,0.9821,0.6351
0.6989,0.1856,0.0811,0.7654,0.4923,0.0922,0.0531,0.0089,0.2675
0.8416,0.4593,0.3472,0.8191,0.5633,0.6893,0.2015,0.3087,0.4927
0.7389,0.1856,0.0811,0.7654,0.4923,0.0922,0.0531,0.0089,0.2675
0.9778,0.8665,0.8251,0.984,0.6989,0.9099,0.174,0.9821,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.2015,0.3087,0.4927
0.7891,0.3158,0.2648,0.8895,0.4778,0.6902,0.174,0.3211,0.5194
0.9427,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.6989,0.1856,0.0811,0.7654,0.4923,0.0922,0.0531,0.0089,0.2675
0.8416,0.4593,0.3472,0.8191,0.5633,0.6893,0.2015,0.3087,0.4927
0.7389,0.1856,0.0811,0.7654,0.4923,0.0922,0.0531,0.0089,0.2675
0.9778,0.8665,0.8251,0.984,0.6989,0.9099,0.174,0.9821,0.6351
0.8415,0.4637,0.3521,0.9212,0.5678,0.6954,0.2037,0.3052,0.4987
0.7389,0.1892,0.0866,0.7654,0.4921,0.0932,0.0489,0.0873,0.2563
0.9778,0.8665,0.8251,0.984,0.6989,0.9099,0.174,0.2694,0.6351
0.8191,0.4424,0.3399,0.8191,0.5504,0.6799,0.1989,0.3114,0.4878
0.7235,0.0,0.0696,0.7563,0.4633,0.0811,0.0501,0.0088,0.1536
0.9427,0.5829,0.4668,0.9671,0.6989,0.7686,0.2694,0.4742,0.5488
0.8912,0.3158,0.2648,0.9306,0.5083,0.6245,0.174,0.3211,0.47
